id,text,topic,sentiment,urgency,routing
1038,Someone spread rumors and made me feel unsafe at work. frustrated,harassment,negative,high,HR
987,Morale is low; people are talking about leaving. frustrated,burnout,negative,medium,UnitManager
672,New float policy says we can refuse unsafe assignments. appreciate,policies,positive,low,HR
96,My shift was moved without notice on the schedule. thank you,scheduling,positive,low,Scheduling
934,I'm exhausted and dreading coming in again.,burnout,negative,medium,UnitManager
1168,The shift report missed critical details again.,communication,neutral,low,UnitManager
1605,My badge reader works only on the second try.,other,neutral,low,UnitManager
1695,Barcode scanning adds steps to med pass.,workflow,negative,medium,UnitManager
1017,A visitor made repeated inappropriate comments to me. frustrated,harassment,negative,high,HR
194,My W-2 has an error with my address.,pay,neutral,medium,Payroll
393,Oxygen alarm failed and no one was alerted. broke,safety,negative,high,Safety
725,The discharge checklist is too long and duplicates the summary. late,workflow,negative,medium,UnitManager
1597,The vending machines keep eating our money.,other,negative,low,UnitManager
389,Oxygen alarm failed and no one was alerted. can't,safety,negative,high,Safety
524,The IV pump failed calibration mid-infusion. late,equipment,negative,medium,UnitManager
314,Leadership keeps changing the rollout with no explanation.,management,neutral,medium,HR
825,I had 7 patients on days including two total cares. concerned,patient_load,negative,medium,UnitManager
467,One glucometer keeps throwing an error code 3. angry,equipment,negative,medium,UnitManager
1147,We didn't get the update about the new triage flow. thank you,communication,positive,low,UnitManager
507,The IV pump failed calibration mid-infusion.,equipment,negative,medium,UnitManager
947,Morale is low; people are talking about leaving. annoyed,burnout,negative,medium,UnitManager
1121,Nobody told us the clinic was closing early. missing,communication,negative,medium,UnitManager
38,Overtime requests keep coming because the roster is thin.,staffing,neutral,low,UnitManager
54,We were short two CNAs on nights and I had to cover extra rooms.,staffing,neutral,low,UnitManager
1637,Things felt broken in our process today but no device failed.,workflow,negative,medium,UnitManager
288,Leadership wants us to double chart temporarily. problem,management,negative,medium,HR
232,Direct deposit didn't hit this morning. can't,pay,negative,medium,Payroll
1642,Barcode scanning added steps and I wasn't paid for staying late.,pay,negative,medium,Payroll
1480,The float nurse showed great teamwork and communication. much better,professionalism,positive,low,UnitManager
1471,Appreciate the calm leadership during the downtime. great support,professionalism,positive,low,UnitManager
1233,Supervisor plays favorites on shift assignments. problem,supervisor_behavior,negative,medium,HR
1110,We didn't get the update about the new triage flow.,communication,neutral,low,UnitManager
1080,Someone spread rumors and made me feel unsafe at work. issue,harassment,negative,high,HR
230,Direct deposit didn't hit this morning. won't,pay,negative,medium,Payroll
471,The portable monitor battery won't hold a charge. missing,equipment,negative,medium,UnitManager
195,My paycheck is missing my weekend differential. resolved,pay,positive,low,Payroll
166,I was put on back-to-back nights and days unexpectedly.,scheduling,neutral,medium,Scheduling
1570,My badge reader works only on the second try. thank you,other,positive,low,UnitManager
1681,The float rule says we can refuse unsafe assignments.,policies,negative,medium,HR
515,The IV pump failed calibration mid-infusion. angry,equipment,negative,medium,UnitManager
1483,Rounds were efficient and respectful today. improved,professionalism,positive,low,UnitManager
648,New float policy says we can refuse unsafe assignments. missing,policies,negative,medium,HR
84,We were short two CNAs on nights and I had to cover extra rooms.,staffing,neutral,low,UnitManager
688,The PPE reuse rule changed but we haven't seen the updated policy. problem,policies,negative,medium,HR
806,The charting steps doubled after the update; forms feel redundant. worried,workflow,negative,medium,UnitManager
993,A visitor made repeated inappropriate comments to me.,harassment,negative,high,HR
167,I was put on back-to-back nights and days unexpectedly. urgent,scheduling,negative,medium,Scheduling
1527,Team handled a tough code with excellent professionalism—kudos. improved,professionalism,positive,low,UnitManager
300,The director canceled our huddle without telling the unit. appreciate,management,positive,low,HR
1468,The float nurse showed great teamwork and communication. improved,professionalism,positive,low,UnitManager
972,Morale is low; people are talking about leaving. broken,burnout,negative,medium,UnitManager
115,My shift was moved without notice on the schedule.,scheduling,positive,low,Scheduling
1668,The weekend schedule was posted late and conflicts with my availability.,scheduling,negative,medium,Scheduling
924,I'm exhausted and dreading coming in again. can't,burnout,negative,medium,UnitManager
118,My shift was moved without notice on the schedule. appreciate,scheduling,positive,low,Scheduling
1280,There was an argument in the med room that disrupted care.,coworker_conflict,neutral,medium,UnitManager
328,Management announced changes during lunch with no Q&A.,management,negative,medium,HR
1040,Someone spread rumors and made me feel unsafe at work. missing,harassment,negative,high,HR
1705,No one informed us about the clinic closure.,communication,negative,medium,UnitManager
686,New float policy says we can refuse unsafe assignments. thank you,policies,positive,low,HR
55,Overtime requests keep coming because the roster is thin. missing,staffing,negative,low,UnitManager
811,Census is up and we don't have float support. issue,patient_load,negative,medium,UnitManager
1065,Someone spread rumors and made me feel unsafe at work. broke,harassment,negative,high,HR
122,I was put on back-to-back nights and days unexpectedly.,scheduling,neutral,medium,Scheduling
1004,Someone spread rumors and made me feel unsafe at work.,harassment,negative,high,HR
550,The LMS module on sepsis screening was actually helpful—thank you. resolved,training,positive,low,HR
31,Charge nurse floated again due to lack of coverage.,staffing,neutral,low,UnitManager
1248,My supervisor ignored the incident report I filed.,supervisor_behavior,neutral,medium,HR
164,I was put on back-to-back nights and days unexpectedly.,scheduling,neutral,medium,Scheduling
187,My W-2 has an error with my address.,pay,neutral,medium,Payroll
1072,I was harassed by a coworker in the break room.,harassment,negative,high,HR
1252,My supervisor dismissed my concerns in front of the team. improved,supervisor_behavior,positive,low,HR
14,Charge nurse floated again due to lack of coverage.,staffing,neutral,low,UnitManager
682,Visitation rules were updated; please provide the latest version. late,policies,negative,medium,HR
630,Could we get hands-on time with the new EHR features? improved,training,positive,low,HR
517,One glucometer keeps throwing an error code 3. frustrated,equipment,negative,medium,UnitManager
781,New barcode step adds clicks without improving safety. frustrated,workflow,negative,medium,UnitManager
367,Oxygen alarm failed and no one was alerted. annoyed,safety,negative,high,Safety
1447,Rounds were efficient and respectful today. improved,professionalism,positive,low,UnitManager
737,New barcode step adds clicks without improving safety. concerned,workflow,negative,medium,UnitManager
1511,Rounds were efficient and respectful today. thank you,professionalism,positive,low,UnitManager
1146,The shift report missed critical details again. again,communication,negative,medium,UnitManager
726,New barcode step adds clicks without improving safety. issue,workflow,negative,medium,UnitManager
1391,Comments were made about my background that felt discriminatory. broke,discrimination,negative,high,HR
1223,Charge nurse raised their voice at me during rounds.,supervisor_behavior,neutral,medium,HR
66,Overtime requests keep coming because the roster is thin.,staffing,neutral,low,UnitManager
68,Overtime requests keep coming because the roster is thin.,staffing,negative,low,UnitManager
973,I'm exhausted and dreading coming in again. annoyed,burnout,negative,medium,UnitManager
366,We called a code gray; security took too long to arrive. worried,safety,negative,high,Safety
1636,Break room fridge needs cleaning again.,other,positive,low,UnitManager
894,Assignments are uneven; my side had all new admissions. annoyed,patient_load,negative,medium,UnitManager
721,The handoff template is missing fields we actually use.,workflow,negative,medium,UnitManager
1461,Team handled a tough code with excellent professionalism—kudos. appreciate,professionalism,positive,low,UnitManager
99,I was put on back-to-back nights and days unexpectedly.,scheduling,positive,low,Scheduling
220,My paycheck is missing my weekend differential.,pay,neutral,medium,Payroll
152,My shift was moved without notice on the schedule. annoyed,scheduling,negative,medium,Scheduling
533,One glucometer keeps throwing an error code 3.,equipment,negative,medium,UnitManager
434,Sharps were left unattended in the triage bay. missing,safety,negative,high,Safety
211,My paycheck is missing my weekend differential. thank you,pay,positive,low,Payroll
511,The IV pump failed calibration mid-infusion. problem,equipment,negative,medium,UnitManager
95,The posted schedule doesn't match the app. thank you,scheduling,positive,low,Scheduling
1291,We can't agree on who handles admissions. went smoothly,coworker_conflict,positive,low,UnitManager
225,Overtime rate looks incorrect on this pay period. won't,pay,negative,medium,Payroll
817,I had 7 patients on days including two total cares. concerned,patient_load,negative,medium,UnitManager
1215,Supervisor plays favorites on shift assignments.,supervisor_behavior,neutral,medium,HR
409,We called a code gray; security took too long to arrive. concerned,safety,negative,high,Safety
1076,A patient's family member keeps sending threatening messages.,harassment,neutral,high,HR
30,Charge nurse floated again due to lack of coverage. unsafe,staffing,negative,low,UnitManager
295,Leadership wants us to double chart temporarily.,management,positive,low,HR
1676,The charting took forever and I had to stay 30 minutes unpaid.,pay,negative,medium,Payroll
1320,There was an argument in the med room that disrupted care. kudos,coworker_conflict,positive,low,UnitManager
1177,Supervisor plays favorites on shift assignments.,supervisor_behavior,neutral,medium,HR
1643,The timecard tool is confusing to submit approvals.,workflow,negative,medium,UnitManager
440,We called a code gray; security took too long to arrive. unsafe,safety,negative,high,Safety
44,We were short two CNAs on nights and I had to cover extra rooms. much better,staffing,positive,low,UnitManager
102,I can't swap my Friday even though policy says I can request.,scheduling,positive,low,Scheduling
510,The portable monitor battery won't hold a charge.,equipment,neutral,low,UnitManager
1367,I'm being treated differently because of my religion. frustrated,discrimination,negative,high,HR
601,We need refreshers for contrast allergy protocols. resolved,training,positive,low,HR
1578,Break room microwave is broken again.,other,negative,low,UnitManager
318,The director canceled our huddle without telling the unit. won't,management,negative,medium,HR
1251,Charge nurse raised their voice at me during rounds. problem,supervisor_behavior,negative,medium,HR
1661,The timecard tool is confusing to submit approvals.,workflow,negative,medium,UnitManager
754,The charting steps doubled after the update; forms feel redundant. issue,workflow,negative,medium,UnitManager
400,We called a code gray; security took too long to arrive.,safety,negative,high,Safety
343,Leadership wants us to double chart temporarily. great support,management,positive,low,HR
834,My pod keeps getting high acuity without help. problem,patient_load,negative,medium,UnitManager
988,Morale is low; people are talking about leaving.,burnout,negative,medium,UnitManager
420,Panic button didn't work during an incident with a combative visitor.,safety,negative,high,Safety
503,The lift is out of service again and the sign-in sheet is full. concerned,equipment,negative,medium,UnitManager
349,Leadership keeps changing the rollout with no explanation. can't,management,negative,medium,HR
1210,My supervisor ignored the incident report I filed.,supervisor_behavior,negative,medium,HR
1589,The vending machines keep eating our money. unsafe,other,negative,low,UnitManager
1288,We can't agree on who handles admissions. broken,coworker_conflict,negative,medium,UnitManager
1306,There was an argument in the med room that disrupted care. pleased,coworker_conflict,positive,low,UnitManager
733,The charting steps doubled after the update; forms feel redundant.,workflow,neutral,low,UnitManager
80,Charge nurse floated again due to lack of coverage. frustrated,staffing,negative,low,UnitManager
148,The posted schedule doesn't match the app.,scheduling,neutral,medium,Scheduling
758,The handoff template is missing fields we actually use.,workflow,neutral,low,UnitManager
357,The director canceled our huddle without telling the unit. can't,management,negative,medium,HR
532,One glucometer keeps throwing an error code 3. issue,equipment,negative,medium,UnitManager
74,We were short two CNAs on nights and I had to cover extra rooms.,staffing,positive,low,UnitManager
1460,The float nurse showed great teamwork and communication. resolved,professionalism,positive,low,UnitManager
1122,No one replied on the group thread about supplies.,communication,neutral,low,UnitManager
1363,I believe I received fewer training opportunities due to bias. didn't work,discrimination,negative,high,HR
684,The PPE reuse rule changed but we haven't seen the updated policy.,policies,positive,low,HR
1686,The weekend schedule was posted late and conflicts with my availability.,scheduling,negative,medium,Scheduling
51,Charge nurse floated again due to lack of coverage.,staffing,neutral,low,UnitManager
1143,No one replied on the group thread about supplies. resolved,communication,positive,low,UnitManager
1124,No one replied on the group thread about supplies.,communication,neutral,low,UnitManager
1685,New on-call policy describes how weekends are assigned.,policies,negative,medium,HR
800,The charting steps doubled after the update; forms feel redundant. concerned,workflow,negative,medium,UnitManager
26,New hires keep dropping; staffing remains tight on weekends.,staffing,neutral,low,UnitManager
1424,I was passed over for an assignment due to my accent.,discrimination,negative,high,HR
1484,Rounds were efficient and respectful today. great support,professionalism,positive,low,UnitManager
822,My pod keeps getting high acuity without help. issue,patient_load,negative,medium,UnitManager
1191,My supervisor dismissed my concerns in front of the team.,supervisor_behavior,neutral,medium,HR
1190,My supervisor dismissed my concerns in front of the team. annoyed,supervisor_behavior,negative,medium,HR
1417,Comments were made about my background that felt discriminatory. broke,discrimination,negative,high,HR
370,Oxygen alarm failed and no one was alerted. frustrated,safety,negative,high,Safety
271,Leadership keeps changing the rollout with no explanation.,management,neutral,medium,HR
1543,Parking is chaotic during shift change. pleased,other,positive,low,UnitManager
818,Census is up and we don't have float support. frustrated,patient_load,negative,medium,UnitManager
1277,There was an argument in the med room that disrupted care. appreciate,coworker_conflict,positive,low,UnitManager
1253,My supervisor ignored the incident report I filed. won't,supervisor_behavior,negative,medium,HR
1457,Rounds were efficient and respectful today. works well,professionalism,positive,low,UnitManager
1035,A patient's family member keeps sending threatening messages. broke,harassment,negative,high,HR
1477,Appreciate the calm leadership during the downtime.,professionalism,positive,low,UnitManager
1573,The vending machines keep eating our money. issue,other,negative,low,UnitManager
383,Oxygen alarm failed and no one was alerted. worried,safety,negative,high,Safety
951,I'm overwhelmed even after the shift ends. unpaid,burnout,negative,medium,UnitManager
107,I was put on back-to-back nights and days unexpectedly. urgent,scheduling,negative,medium,Scheduling
514,One glucometer keeps throwing an error code 3. problem,equipment,negative,medium,UnitManager
226,Direct deposit didn't hit this morning.,pay,neutral,medium,Payroll
322,Leadership wants us to double chart temporarily.,management,neutral,medium,HR
961,I'm overwhelmed even after the shift ends. didn't work,burnout,negative,medium,UnitManager
1299,There was an argument in the med room that disrupted care. didn't work,coworker_conflict,negative,medium,UnitManager
65,Charge nurse floated again due to lack of coverage.,staffing,neutral,low,UnitManager
604,I'd like more training on the new wound vac device. kudos,training,positive,low,HR
980,I can't keep skipping breaks—this is burning me out. worried,burnout,negative,medium,UnitManager
146,I can't swap my Friday even though policy says I can request.,scheduling,neutral,medium,Scheduling
923,Morale is low; people are talking about leaving.,burnout,negative,medium,UnitManager
1678,Barcode scanning added steps and I wasn't paid for staying late.,pay,negative,medium,Payroll
339,Leadership keeps changing the rollout with no explanation.,management,neutral,medium,HR
347,The director canceled our huddle without telling the unit. concerned,management,negative,medium,HR
1566,The vending machines keep eating our money.,other,positive,low,UnitManager
397,Sharps were left unattended in the triage bay. urgent,safety,negative,high,Safety
1283,We can't agree on who handles admissions.,coworker_conflict,neutral,medium,UnitManager
729,The discharge checklist is too long and duplicates the summary. late,workflow,negative,medium,UnitManager
1226,Supervisor plays favorites on shift assignments.,supervisor_behavior,positive,low,HR
922,I can't keep skipping breaks—this is burning me out.,burnout,neutral,medium,UnitManager
1188,Charge nurse raised their voice at me during rounds. great support,supervisor_behavior,positive,low,HR
782,The handoff template is missing fields we actually use.,workflow,negative,medium,UnitManager
278,Management announced changes during lunch with no Q&A. frustrated,management,negative,medium,HR
1560,The vending machines keep eating our money. late,other,negative,low,UnitManager
1056,Someone spread rumors and made me feel unsafe at work. won't,harassment,negative,high,HR
900,I had 7 patients on days including two total cares. worried,patient_load,negative,medium,UnitManager
1385,I was passed over for an assignment due to my accent. angry,discrimination,negative,high,HR
520,The lift is out of service again and the sign-in sheet is full. missing,equipment,negative,medium,UnitManager
946,I'm overwhelmed even after the shift ends.,burnout,negative,medium,UnitManager
331,Leadership keeps changing the rollout with no explanation. went smoothly,management,positive,low,HR
1490,Appreciate the calm leadership during the downtime. pleased,professionalism,positive,low,UnitManager
1437,Comments were made about my background that felt discriminatory. problem,discrimination,negative,high,HR
707,"Per policy, we're supposed to double-check insulin with a second nurse. appreciate",policies,positive,low,HR
603,I'd like more training on the new wound vac device. works well,training,positive,low,HR
293,Leadership keeps changing the rollout with no explanation.,management,positive,low,HR
1450,Appreciate the calm leadership during the downtime. kudos,professionalism,positive,low,UnitManager
1675,The charting took forever after the update.,workflow,negative,medium,UnitManager
1315,We can't agree on who handles admissions. pleased,coworker_conflict,positive,low,UnitManager
174,I can't swap my Friday even though policy says I can request. broken,scheduling,negative,medium,Scheduling
588,The LMS module on sepsis screening was actually helpful—thank you. resolved,training,positive,low,HR
596,The LMS module on sepsis screening was actually helpful—thank you. much better,training,positive,low,HR
399,We called a code gray; security took too long to arrive. angry,safety,negative,high,Safety
575,I'd like more training on the new wound vac device. went smoothly,training,positive,low,HR
308,Leadership wants us to double chart temporarily. much better,management,positive,low,HR
1593,The vending machines keep eating our money. improved,other,positive,low,UnitManager
1043,Someone spread rumors and made me feel unsafe at work. broke,harassment,negative,high,HR
16,New hires keep dropping; staffing remains tight on weekends. missing,staffing,negative,low,UnitManager
1199,Supervisor plays favorites on shift assignments.,supervisor_behavior,neutral,medium,HR
1140,The shift report missed critical details again. missing,communication,negative,medium,UnitManager
1588,My badge reader works only on the second try. appreciate,other,positive,low,UnitManager
1262,A colleague undermines me in front of patients. late,coworker_conflict,negative,medium,UnitManager
1336,There was an argument in the med room that disrupted care. kudos,coworker_conflict,positive,low,UnitManager
896,Assignments are uneven; my side had all new admissions.,patient_load,negative,medium,UnitManager
228,My W-2 has an error with my address.,pay,neutral,medium,Payroll
247,Overtime rate looks incorrect on this pay period.,pay,neutral,medium,Payroll
1553,My badge reader works only on the second try. angry,other,negative,low,UnitManager
1343,There was an argument in the med room that disrupted care. late,coworker_conflict,negative,medium,UnitManager
1187,My supervisor dismissed my concerns in front of the team. thank you,supervisor_behavior,positive,low,HR
1144,We didn't get the update about the new triage flow.,communication,positive,low,UnitManager
1455,The float nurse showed great teamwork and communication. works well,professionalism,positive,low,UnitManager
1618,The vending machines keep eating our money.,other,negative,low,UnitManager
1519,Rounds were efficient and respectful today.,professionalism,neutral,low,UnitManager
1599,Parking is chaotic during shift change.,other,neutral,low,UnitManager
1541,The vending machines keep eating our money. kudos,other,positive,low,UnitManager
1539,The vending machines keep eating our money.,other,neutral,low,UnitManager
78,New hires keep dropping; staffing remains tight on weekends. resolved,staffing,positive,low,UnitManager
1569,The vending machines keep eating our money. can't,other,negative,low,UnitManager
223,My paycheck is missing my weekend differential.,pay,negative,medium,Payroll
1263,There was an argument in the med room that disrupted care. won't,coworker_conflict,negative,medium,UnitManager
1184,Charge nurse raised their voice at me during rounds. missing,supervisor_behavior,negative,medium,HR
1182,Charge nurse raised their voice at me during rounds. broken,supervisor_behavior,negative,medium,HR
1142,The shift report missed critical details again.,communication,neutral,low,UnitManager
734,The handoff template is missing fields we actually use. can't,workflow,negative,medium,UnitManager
316,Leadership keeps changing the rollout with no explanation. unsafe,management,negative,medium,HR
594,Could we get hands-on time with the new EHR features? improved,training,positive,low,HR
1628,Management told us to float without addressing safety concerns.,management,negative,medium,HR
739,New barcode step adds clicks without improving safety. issue,workflow,negative,medium,UnitManager
1399,Comments were made about my background that felt discriminatory.,discrimination,neutral,high,HR
1365,Comments were made about my background that felt discriminatory. broke,discrimination,negative,high,HR
1406,Comments were made about my background that felt discriminatory. didn't work,discrimination,negative,high,HR
459,The portable monitor battery won't hold a charge. broke,equipment,negative,medium,UnitManager
1670,The clinic was quiet today and nothing unusual happened.,other,negative,low,UnitManager
1347,There was an argument in the med room that disrupted care.,coworker_conflict,positive,low,UnitManager
1690,Break room fridge needs cleaning again.,other,negative,low,UnitManager
410,Oxygen alarm failed and no one was alerted.,safety,negative,high,Safety
1402,I believe I received fewer training opportunities due to bias. worried,discrimination,negative,high,HR
91,My shift was moved without notice on the schedule.,scheduling,positive,low,Scheduling
79,Overtime requests keep coming because the roster is thin.,staffing,positive,low,UnitManager
481,One glucometer keeps throwing an error code 3. angry,equipment,negative,medium,UnitManager
127,My shift was moved without notice on the schedule. angry,scheduling,negative,medium,Scheduling
47,Overtime requests keep coming because the roster is thin.,staffing,neutral,low,UnitManager
1648,Leadership changed practice without updating the written policy.,management,negative,medium,HR
29,Charge nurse floated again due to lack of coverage. pleased,staffing,positive,low,UnitManager
1371,I believe I received fewer training opportunities due to bias. frustrated,discrimination,negative,high,HR
824,My pod keeps getting high acuity without help. frustrated,patient_load,negative,medium,UnitManager
1115,We didn't get the update about the new triage flow. worried,communication,negative,medium,UnitManager
1088,Nobody told us the clinic was closing early. broke,communication,negative,medium,UnitManager
346,Management announced changes during lunch with no Q&A. improved,management,positive,low,HR
10,We were short two CNAs on nights and I had to cover extra rooms. appreciate,staffing,positive,low,UnitManager
680,Visitation rules were updated; please provide the latest version. unpaid,policies,negative,medium,HR
938,I'm exhausted and dreading coming in again. problem,burnout,negative,medium,UnitManager
785,The handoff template is missing fields we actually use. unpaid,workflow,negative,medium,UnitManager
502,The IV pump failed calibration mid-infusion. concerned,equipment,negative,medium,UnitManager
8,We were short two CNAs on nights and I had to cover extra rooms.,staffing,neutral,low,UnitManager
340,Management announced changes during lunch with no Q&A.,management,neutral,medium,HR
927,Morale is low; people are talking about leaving.,burnout,neutral,medium,UnitManager
614,We need refreshers for contrast allergy protocols. much better,training,positive,low,HR
577,Could we get hands-on time with the new EHR features? much better,training,positive,low,HR
133,I was put on back-to-back nights and days unexpectedly. frustrated,scheduling,negative,medium,Scheduling
462,The lift is out of service again and the sign-in sheet is full. worried,equipment,negative,medium,UnitManager
1138,Nobody told us the clinic was closing early. thank you,communication,positive,low,UnitManager
791,The discharge checklist is too long and duplicates the summary.,workflow,negative,medium,UnitManager
854,My pod keeps getting high acuity without help.,patient_load,negative,medium,UnitManager
1044,I was harassed by a coworker in the break room.,harassment,neutral,high,HR
36,We were short two CNAs on nights and I had to cover extra rooms. late,staffing,negative,low,UnitManager
499,The portable monitor battery won't hold a charge.,equipment,negative,medium,UnitManager
573,We need refreshers for contrast allergy protocols. improved,training,positive,low,HR
736,The discharge checklist is too long and duplicates the summary. unpaid,workflow,negative,medium,UnitManager
324,Management announced changes during lunch with no Q&A.,management,neutral,medium,HR
238,My W-2 has an error with my address.,pay,neutral,medium,Payroll
5,We were short two CNAs on nights and I had to cover extra rooms.,staffing,negative,low,UnitManager
1614,Parking is chaotic during shift change. broke,other,negative,low,UnitManager
491,The lift is out of service again and the sign-in sheet is full. problem,equipment,negative,medium,UnitManager
904,I'm exhausted and dreading coming in again. problem,burnout,negative,medium,UnitManager
1620,Parking is chaotic during shift change. worried,other,negative,low,UnitManager
909,I'm exhausted and dreading coming in again.,burnout,neutral,medium,UnitManager
1317,A coworker keeps taking my assigned patients without asking. concerned,coworker_conflict,negative,medium,UnitManager
153,The posted schedule doesn't match the app. unpaid,scheduling,negative,medium,Scheduling
545,We need refreshers for contrast allergy protocols. improved,training,positive,low,HR
387,Sharps were left unattended in the triage bay. problem,safety,negative,high,Safety
157,I was put on back-to-back nights and days unexpectedly.,scheduling,negative,medium,Scheduling
1131,No one replied on the group thread about supplies. unsafe,communication,negative,medium,UnitManager
11,Charge nurse floated again due to lack of coverage.,staffing,neutral,low,UnitManager
231,Direct deposit didn't hit this morning. frustrated,pay,negative,medium,Payroll
53,We were short two CNAs on nights and I had to cover extra rooms. resolved,staffing,positive,low,UnitManager
1663,The float rule says we can refuse unsafe assignments.,policies,negative,medium,HR
1516,Appreciate the calm leadership during the downtime. appreciate,professionalism,positive,low,UnitManager
639,The PPE reuse rule changed but we haven't seen the updated policy. can't,policies,negative,medium,HR
657,Visitation rules were updated; please provide the latest version. unpaid,policies,negative,medium,HR
453,The portable monitor battery won't hold a charge. broke,equipment,negative,medium,UnitManager
689,The PPE reuse rule changed but we haven't seen the updated policy. much better,policies,positive,low,HR
143,I can't swap my Friday even though policy says I can request. didn't work,scheduling,negative,medium,Scheduling
1085,The shift report missed critical details again.,communication,neutral,low,UnitManager
256,Overtime rate looks incorrect on this pay period.,pay,neutral,medium,Payroll
137,My shift was moved without notice on the schedule. worried,scheduling,negative,medium,Scheduling
1294,A coworker keeps taking my assigned patients without asking. kudos,coworker_conflict,positive,low,UnitManager
759,New barcode step adds clicks without improving safety. annoyed,workflow,negative,medium,UnitManager
571,We need refreshers for contrast allergy protocols.,training,positive,low,HR
1651,No one informed us about the clinic closure.,communication,negative,medium,UnitManager
756,The charting steps doubled after the update; forms feel redundant. again,workflow,negative,medium,UnitManager
1197,My supervisor ignored the incident report I filed. issue,supervisor_behavior,negative,medium,HR
755,The charting steps doubled after the update; forms feel redundant. urgent,workflow,negative,medium,UnitManager
290,Management announced changes during lunch with no Q&A.,management,neutral,medium,HR
780,The charting steps doubled after the update; forms feel redundant. frustrated,workflow,negative,medium,UnitManager
1598,The vending machines keep eating our money. frustrated,other,negative,low,UnitManager
1265,A colleague undermines me in front of patients. resolved,coworker_conflict,positive,low,UnitManager
1604,The vending machines keep eating our money. worried,other,negative,low,UnitManager
984,I'm overwhelmed even after the shift ends. annoyed,burnout,negative,medium,UnitManager
200,Overtime rate looks incorrect on this pay period.,pay,neutral,medium,Payroll
872,Assignments are uneven; my side had all new admissions. broke,patient_load,negative,medium,UnitManager
1440,I'm being treated differently because of my religion. can't,discrimination,negative,high,HR
644,New float policy says we can refuse unsafe assignments.,policies,neutral,low,HR
1423,I believe I received fewer training opportunities due to bias. unpaid,discrimination,negative,high,HR
73,We were short two CNAs on nights and I had to cover extra rooms. much better,staffing,positive,low,UnitManager
142,I was put on back-to-back nights and days unexpectedly. broke,scheduling,negative,medium,Scheduling
1070,A visitor made repeated inappropriate comments to me. late,harassment,negative,high,HR
461,One glucometer keeps throwing an error code 3. concerned,equipment,negative,medium,UnitManager
1149,No one replied on the group thread about supplies. resolved,communication,positive,low,UnitManager
605,I'd like more training on the new wound vac device. improved,training,positive,low,HR
569,Could we get hands-on time with the new EHR features? thank you,training,positive,low,HR
1255,Charge nurse raised their voice at me during rounds. improved,supervisor_behavior,positive,low,HR
884,Assignments are uneven; my side had all new admissions. broke,patient_load,negative,medium,UnitManager
1186,My supervisor dismissed my concerns in front of the team.,supervisor_behavior,neutral,medium,HR
783,The discharge checklist is too long and duplicates the summary. again,workflow,negative,medium,UnitManager
544,The LMS module on sepsis screening was actually helpful—thank you. improved,training,positive,low,HR
1691,Things felt broken in our process today but no device failed.,workflow,negative,medium,UnitManager
362,Sharps were left unattended in the triage bay.,safety,negative,high,Safety
751,The discharge checklist is too long and duplicates the summary. angry,workflow,negative,medium,UnitManager
323,The director canceled our huddle without telling the unit. late,management,negative,medium,HR
757,New barcode step adds clicks without improving safety.,workflow,negative,medium,UnitManager
963,Morale is low; people are talking about leaving. frustrated,burnout,negative,medium,UnitManager
880,Assignments are uneven; my side had all new admissions. annoyed,patient_load,negative,medium,UnitManager
329,Management announced changes during lunch with no Q&A. thank you,management,positive,low,HR
812,My pod keeps getting high acuity without help. urgent,patient_load,negative,medium,UnitManager
853,My pod keeps getting high acuity without help. again,patient_load,negative,medium,UnitManager
1328,A colleague undermines me in front of patients. angry,coworker_conflict,negative,medium,UnitManager
1111,The shift report missed critical details again. unsafe,communication,negative,medium,UnitManager
1139,We didn't get the update about the new triage flow.,communication,neutral,low,UnitManager
777,The discharge checklist is too long and duplicates the summary. worried,workflow,negative,medium,UnitManager
1523,The float nurse showed great teamwork and communication. improved,professionalism,positive,low,UnitManager
668,The PPE reuse rule changed but we haven't seen the updated policy. worried,policies,negative,medium,HR
1564,My badge reader works only on the second try. works well,other,positive,low,UnitManager
356,Leadership wants us to double chart temporarily. annoyed,management,negative,medium,HR
1488,Rounds were efficient and respectful today. appreciate,professionalism,positive,low,UnitManager
128,My shift was moved without notice on the schedule.,scheduling,neutral,medium,Scheduling
710,New float policy says we can refuse unsafe assignments.,policies,negative,medium,HR
868,Census is up and we don't have float support. frustrated,patient_load,negative,medium,UnitManager
149,My shift was moved without notice on the schedule. issue,scheduling,negative,medium,Scheduling
57,New hires keep dropping; staffing remains tight on weekends.,staffing,positive,low,UnitManager
325,Leadership keeps changing the rollout with no explanation. resolved,management,positive,low,HR
983,I'm overwhelmed even after the shift ends. broke,burnout,negative,medium,UnitManager
432,Panic button didn't work during an incident with a combative visitor. broken,safety,negative,high,Safety
723,The discharge checklist is too long and duplicates the summary. angry,workflow,negative,medium,UnitManager
792,The charting steps doubled after the update; forms feel redundant. angry,workflow,negative,medium,UnitManager
879,My pod keeps getting high acuity without help. angry,patient_load,negative,medium,UnitManager
101,My shift was moved without notice on the schedule.,scheduling,positive,low,Scheduling
552,Could we get hands-on time with the new EHR features? went smoothly,training,positive,low,HR
1458,Appreciate the calm leadership during the downtime. appreciate,professionalism,positive,low,UnitManager
418,We called a code gray; security took too long to arrive. unsafe,safety,negative,high,Safety
330,Leadership keeps changing the rollout with no explanation. thank you,management,positive,low,HR
